i,latencycrea,time
5095,54.756001,0.367361
5096,60.482998,0.367428
5097,56.712001,0.367491
5098,59.086000,0.367556
5099,58.038000,0.367621
5100,56.641002,0.367684
5101,59.365000,0.367752
5102,62.507999,0.367820
5103,58.737001,0.367885
5104,59.645001,0.367951
5105,56.572000,0.368014
5106,58.597001,0.368079
5107,56.291999,0.368141
5108,59.226000,0.368206
5109,56.641999,0.368269
5110,57.619000,0.368333
5111,60.553000,0.368400
5112,55.872999,0.368461
5113,59.853999,0.368527
5114,56.712001,0.368590
5115,58.666999,0.368654
5116,68.096000,0.368729
5117,59.993999,0.368795
5118,57.760000,0.368858
5119,59.714999,0.368924
5120,58.178000,0.368987
5121,59.086000,0.369053
5122,78.990997,0.369139
5123,91.004003,0.369236
5124,81.924001,0.369324
5125,61.879997,0.369392
5126,62.856998,0.369462
5127,58.597001,0.369527
5128,57.480000,0.369591
5129,59.645001,0.369657
5130,58.666999,0.369722
5131,60.622999,0.369788
5132,57.619000,0.369852
5133,57.759000,0.369916
5134,59.155998,0.369981
5135,58.178000,0.370045
5136,59.434999,0.370111
5137,56.012999,0.370173
5138,53.987998,0.370232
5139,59.086000,0.370296
5140,58.107998,0.370360
5141,57.968999,0.370425
5142,59.226000,0.370490
5143,55.314998,0.370551
5144,59.086000,0.370616
5145,57.968999,0.370680
5146,57.270001,0.370743
5147,59.086000,0.370809
5148,57.689002,0.370872
5149,59.645001,0.370937
5150,57.270001,0.371000
5151,57.689002,0.371064
5152,59.086000,0.371129
5153,56.991001,0.371192
5154,59.155998,0.371257
5155,56.362998,0.371319
5156,58.107998,0.371384
5157,61.321000,0.371451
5158,56.781999,0.371514
5159,61.600003,0.371581
5160,59.086000,0.371647
5161,66.000001,0.371740
5162,61.111998,0.371807
5163,62.927000,0.371876
5164,57.131001,0.371939
5165,59.366001,0.372005
5166,58.178000,0.372069
5167,59.086000,0.372134
5168,57.130001,0.372197
5169,57.200999,0.372261
5170,59.574999,0.372326
5171,59.086000,0.372391
5172,61.949999,0.372460
5173,56.780998,0.372522
5174,57.130001,0.372586
5175,57.689002,0.372648
5176,68.654997,0.372722
5177,62.788000,0.372792
5178,58.666999,0.372856
5179,57.200999,0.372920
5180,60.064001,0.372992
5181,58.039001,0.373056
5182,56.780998,0.373119
5183,59.574999,0.373184
5184,57.131001,0.373247
5185,77.874000,0.373331
5186,60.064001,0.373398
5187,58.597001,0.373463
5188,59.993999,0.373530
5189,57.549001,0.373593
5190,59.155998,0.373659
5191,57.689002,0.373722
5192,57.199999,0.373786
5193,59.366001,0.373851
5194,54.406999,0.373911
5195,58.666999,0.373977
5196,56.711000,0.374039
5197,58.737001,0.374104
5198,59.226000,0.374170
5199,58.178000,0.374234
5200,69.214002,0.374310
5201,57.689002,0.374377
5202,59.086000,0.374442
5203,59.645001,0.374508
5204,56.851000,0.374571
5205,57.270001,0.374634
5206,58.597001,0.374699
5207,57.759000,0.374763
5208,59.645001,0.374829
5209,57.270001,0.374892
5210,57.759000,0.374956
5211,138.635005,0.375102
5212,94.704999,0.375204
5213,79.550002,0.375290
5214,58.107998,0.375353
5215,58.387999,0.375418
5216,61.040999,0.375485
5217,59.155998,0.375551
5218,59.574999,0.375617
5219,57.270001,0.375680
5220,57.620000,0.375744
5221,59.086000,0.375809
5222,58.598001,0.375874
5223,57.759000,0.375937
5224,59.087000,0.376002
5225,57.131001,0.376066
5226,59.086000,0.376131
5227,56.501998,0.376194
5228,57.689002,0.376257
5229,59.574999,0.376323
5230,57.131001,0.376386
5231,60.832001,0.376453
5232,57.410001,0.376517
5233,57.200999,0.376580
5234,59.505001,0.376646
5235,67.957000,0.376720
5236,60.972001,0.376787
5237,58.598001,0.376851
5238,59.155998,0.376917
5239,60.832001,0.376983
5240,56.851000,0.377046
5241,59.086000,0.377111
5242,57.130001,0.377174
5243,58.107998,0.377239
5244,58.737001,0.377303
5245,56.780998,0.377366
5246,59.505001,0.377432
5247,59.016002,0.377497
5248,59.366001,0.377563
5249,59.713999,0.377629
5250,56.781999,0.377691
5251,57.199999,0.377755
5252,59.366001,0.377820
5253,58.247999,0.377884
5254,60.134000,0.377950
5255,57.130001,0.378014
5256,56.991001,0.378077
5257,59.155998,0.378142
5258,59.155998,0.378207
5259,59.574999,0.378273
5260,56.991001,0.378337
5261,57.199999,0.378399
5262,61.042003,0.378466
5263,58.108999,0.378531
5264,59.087000,0.378596
5265,57.131001,0.378659
5266,56.711000,0.378722
5267,58.597001,0.378786
5268,58.666999,0.378857
5269,58.107998,0.378921
5270,59.155998,0.378986
5271,53.778000,0.379046
5272,59.155998,0.379111
5273,58.597001,0.379176
5274,57.130001,0.379240
5275,59.574999,0.379305
5276,56.501998,0.379367
5277,59.155998,0.379433
5278,53.778000,0.379493
5279,57.550002,0.379556
5280,59.784001,0.379622
5281,56.432000,0.379685
5282,59.086000,0.379750
5283,56.153000,0.379812
5284,57.480000,0.379876
5285,58.807000,0.379941
5286,55.175002,0.380002
5287,57.200999,0.380066
5288,58.877002,0.380130
5289,57.899000,0.380195
5290,59.574999,0.380260
5291,57.131001,0.380323
5292,56.641999,0.380386
5293,59.365000,0.380452
5294,56.153000,0.380514
5295,59.574999,0.380579
5296,54.198001,0.380640
5297,74.103002,0.380720
5298,62.437997,0.380788
5299,90.585003,0.380885
5300,81.853999,0.380974
5301,59.155998,0.381041
5302,58.737001,0.381112
5303,60.482998,0.381178
5304,59.366001,0.381244
5305,78.361998,0.381329
5306,58.666999,0.381394
5307,59.226000,0.381459
5308,59.644000,0.381525
5309,58.666999,0.381590
5310,57.199999,0.381653
5311,59.645001,0.381719
5312,57.480000,0.381783
5313,58.666999,0.381848
5314,58.666999,0.381912
5315,56.711000,0.381975
5316,59.366001,0.382041
5317,57.270001,0.382104
5318,59.574999,0.382170
5319,57.200999,0.382233
5320,57.059999,0.382296
5321,59.644000,0.382362
5322,57.689998,0.382425
5323,60.482998,0.382491
5324,57.130001,0.382554
5325,58.247999,0.382618
5326,59.645001,0.382684
5327,56.641999,0.382747
5328,59.225000,0.382813
5329,56.293000,0.382874
5330,59.226000,0.382940
5331,59.086000,0.383005
5332,62.648003,0.383092
5333,64.883003,0.383164
5334,61.042003,0.383231
5335,59.925002,0.383297
5336,59.784001,0.383363
5337,57.199999,0.383426
5338,57.200999,0.383489
5339,59.574999,0.383555
5340,59.366001,0.383620
5341,59.574999,0.383685
5342,53.779000,0.383745
5343,56.641999,0.383808
5344,59.155998,0.383874
5345,58.178000,0.383938
5346,59.574999,0.384004
5347,57.620000,0.384067
5348,57.199999,0.384131
5349,60.064001,0.384196
5350,58.597001,0.384261
5351,57.059999,0.384324
5352,59.086000,0.384389
5353,59.086000,0.384454
5354,58.526999,0.384519
5355,58.178000,0.384583
5356,56.991001,0.384647
5357,68.724003,0.384721
5358,63.416999,0.384791
5359,62.368999,0.384860
5360,59.714999,0.384925
5361,58.247999,0.384990
5362,59.645001,0.385055
5363,58.107998,0.385120
5364,60.621998,0.385186
5365,56.712001,0.385249
5366,59.086000,0.385314
5367,59.995000,0.385380
5368,60.064001,0.385446
5369,59.574999,0.385512
5370,57.130001,0.385575
5371,57.689002,0.385639
5372,58.877002,0.385704
5373,57.199999,0.385767
5374,57.131001,0.385830
5375,58.597001,0.385895
5376,59.855000,0.385961
5377,59.365000,0.386026
5378,56.711000,0.386089
5379,56.712001,0.386152
5380,59.853999,0.386218
5381,56.991001,0.386281
5382,59.574999,0.386347
5383,57.270001,0.386409
5384,55.035001,0.386470
5385,59.295999,0.386535
5386,56.641999,0.386598
5387,83.810002,0.386690
5388,110.979003,0.386806
5389,81.644997,0.386894
5390,60.622999,0.386961
5391,60.482998,0.387028
5392,60.064001,0.387093
5393,57.760000,0.387157
5394,57.199999,0.387220
5395,59.924001,0.387286
5396,58.247999,0.387350
5397,57.689002,0.387413
5398,60.482998,0.387480
5399,57.968999,0.387544
5400,58.737001,0.387609
5401,59.226000,0.387677
5402,57.271001,0.387741
5403,59.993999,0.387807
5404,56.780998,0.387870
5405,59.645001,0.387935
5406,57.689002,0.387998
5407,58.527999,0.388064
5408,58.876001,0.388129
5409,56.712001,0.388192
5410,58.666999,0.388257
5411,57.060999,0.388320
5412,56.991001,0.388383
5413,62.018997,0.388451
5414,56.712001,0.388514
5415,61.740000,0.388582
5416,58.387999,0.388646
5417,68.654001,0.388720
5418,61.949002,0.388789
5419,57.270001,0.388853
5420,57.200999,0.388916
5421,58.597001,0.388981
5422,59.086000,0.389046
5423,58.666999,0.389111
5424,57.968999,0.389174
5425,57.199999,0.389237
5426,59.574999,0.389303
5427,59.086000,0.389368
5428,57.550002,0.389431
5429,57.271001,0.389495
5430,57.270001,0.389559
5431,59.086000,0.389624
5432,58.458001,0.389688
5433,59.155998,0.389753
5434,57.199999,0.389816
5435,56.712001,0.389879
5436,59.225000,0.389945
5437,58.247999,0.390009
5438,58.178000,0.390073
5439,59.993999,0.390139
5440,57.410001,0.390203
5441,59.574999,0.390268
5442,59.155998,0.390333
5443,57.199999,0.390397
5444,61.111998,0.390464
5445,57.689002,0.390527
5446,59.574999,0.390597
5447,58.038000,0.390661
5448,56.711000,0.390724
5449,59.086000,0.390789
5450,56.641999,0.390852
5451,59.574999,0.390917
5452,56.012999,0.390995
5453,58.179001,0.391060
5454,59.993999,0.391126
5455,57.270001,0.391189
5456,59.016002,0.391254
5457,57.270001,0.391318
5458,59.155998,0.391383
5459,59.086000,0.391448
5460,57.060999,0.391511
5461,57.339999,0.391574
5462,60.064001,0.391640
5463,58.179001,0.391705
5464,59.785001,0.391770
5465,56.851000,0.391833
5466,57.271001,0.391896
5467,59.574999,0.391961
5468,59.016002,0.392026
5469,59.645001,0.392092
5470,56.851000,0.392155
5471,56.780998,0.392218
5472,59.086000,0.392283
5473,57.899000,0.392347
5474,68.235000,0.392420
5475,59.016002,0.392484
5476,80.177997,0.392572
5477,93.937000,0.392672
5478,75.010001,0.392754
5479,64.184002,0.392824
5480,58.737001,0.392889
5481,57.199999,0.392952
5482,60.064001,0.393018
5483,67.118002,0.393092
5484,63.416002,0.393161
5485,58.178000,0.393225
5486,57.689002,0.393289
5487,59.924001,0.393355
5488,59.925002,0.393421
5489,60.064001,0.393487
5490,56.851000,0.393550
5491,57.619000,0.393613
5492,59.505001,0.393679
5493,59.155998,0.393744
5494,57.270001,0.393808
5495,59.016002,0.393873
5496,57.270001,0.393937
5497,59.086000,0.394002
5498,59.645001,0.394067
5499,57.339999,0.394131
5500,60.063001,0.394196
5501,57.270001,0.394263
5502,59.574999,0.394329
5503,67.467001,0.394420
5504,61.949999,0.394488
5505,64.394000,0.394558
5506,57.620000,0.394621
5507,59.713999,0.394687
5508,58.666999,0.394752
5509,58.666999,0.394816
5510,59.574999,0.394881
5511,57.271001,0.394945
5512,59.574999,0.395011
5513,57.620000,0.395074
5514,57.619000,0.395137
5515,59.365000,0.395203
5516,56.712001,0.395266
5517,57.131001,0.395329
5518,59.086000,0.395394
5519,57.968002,0.395458
5520,59.366001,0.395522
5521,57.130001,0.395586
5522,57.200999,0.395649
5523,59.925002,0.395715
5524,58.386999,0.395779
5525,59.993999,0.395845
5526,57.619000,0.395909
5527,56.991001,0.395971
5528,59.365000,0.396038
5529,59.574999,0.396103
5530,59.574999,0.396168
5531,56.712001,0.396232
5532,57.410001,0.396295
5533,59.574999,0.396362
5534,59.645001,0.396427
5535,59.155998,0.396492
5536,57.270001,0.396555
5537,57.199999,0.396619
5538,59.155998,0.396684
5539,71.378003,0.396762
5540,59.855000,0.396827
5541,59.645001,0.396894
5542,57.270001,0.396957
5543,59.086000,0.397022
5544,57.968999,0.397086
5545,57.689002,0.397150
5546,59.645001,0.397216
5547,57.130001,0.397280
5548,58.947000,0.397345
5549,58.179001,0.397409
5550,59.155998,0.397474
5551,60.482998,0.397541
5552,57.689002,0.397605
5553,58.666999,0.397670
5554,57.620000,0.397734
5555,57.131001,0.397796
5556,59.086000,0.397861
5557,57.130001,0.397924
5558,57.199999,0.397987
5559,60.482998,0.398054
5560,57.689002,0.398118
5561,59.086000,0.398183
5562,57.060999,0.398245
5563,187.176003,0.398440
5564,98.687000,0.398546
5565,80.947000,0.398632
5566,61.810002,0.398700
5567,58.666999,0.398765
5568,57.339999,0.398828
5569,60.413000,0.398894
5570,59.086000,0.398960
5571,60.064001,0.399026
5572,57.828998,0.399090
5573,57.619000,0.399154
5574,59.086000,0.399219
5575,59.087000,0.399285
5576,59.087000,0.399350
5577,56.293000,0.399412
5578,59.155998,0.399478
5579,59.086000,0.399543
5580,58.666999,0.399607
5581,57.689998,0.399670
5582,58.946000,0.399736
5583,57.271001,0.399799
5584,59.086000,0.399864
5585,58.107998,0.399928
5586,57.550002,0.399992
5587,59.226000,0.400057
5588,56.711000,0.400119
5589,59.086000,0.400185
5590,57.968999,0.400249
5591,56.781999,0.400312
5592,59.574999,0.400377
5593,57.200999,0.400441
5594,60.972001,0.400508
5595,57.759000,0.400572
5596,57.199999,0.400635
5597,68.235997,0.400709
5598,58.666999,0.400774
5599,59.574999,0.400839
5600,58.598001,0.400903
5601,57.270001,0.400969
5602,59.645001,0.401035
5603,70.959002,0.401112
5604,58.178000,0.401176
5605,59.086000,0.401242
5606,56.572000,0.401305
5607,59.226000,0.401370
5608,57.200999,0.401433
5609,59.574999,0.401498
5610,59.574999,0.401563
5611,64.394000,0.401634
5612,60.553000,0.401700
5613,57.059999,0.401763
5614,57.199999,0.401826
5615,59.086000,0.401891
5616,56.223002,0.401953
5617,59.574999,0.402018
5618,57.270001,0.402081
5619,56.711000,0.402144
5620,58.598001,0.402208
5621,59.087000,0.402273
5622,57.760000,0.402337
5623,59.575999,0.402403
5624,58.598001,0.402468
5625,59.574999,0.402533
5626,59.366001,0.402599
5627,56.711000,0.402662
5628,59.086000,0.402727
5629,56.641002,0.402789
5630,59.785001,0.402855
5631,56.433000,0.402918
5632,57.131001,0.402982
5633,59.506001,0.403047
5634,57.410001,0.403110
5635,60.274000,0.403176
5636,57.620000,0.403240
5637,57.199999,0.403303
5638,59.784001,0.403369
5639,56.991001,0.403432
5640,60.064001,0.403499
5641,56.780998,0.403561
5642,57.199999,0.403625
5643,59.366001,0.403690
5644,56.712001,0.403754
5645,57.270001,0.403817
5646,59.574999,0.403883
5647,56.291999,0.403946
5648,59.574999,0.404011
5649,56.780998,0.404074
5650,84.090003,0.404166
5651,94.706003,0.404267
5652,60.132999,0.404334
5653,61.111998,0.404401
5654,57.899000,0.404465
5655,58.107998,0.404529
5656,59.645001,0.404595
5657,57.339999,0.404658
5658,65.302003,0.404730
5659,61.040999,0.404797
5660,57.760000,0.404861
5661,59.574999,0.404926
5662,59.225000,0.404991
5663,57.200999,0.405054
5664,57.759000,0.405118
5665,57.619000,0.405181
5666,59.226000,0.405247
5667,59.155998,0.405312
5668,57.199999,0.405375
5669,58.666999,0.405440
5670,59.226000,0.405504
5671,59.086000,0.405570
5672,64.394000,0.405640
5673,61.879997,0.405726
5674,62.368999,0.405793
5675,62.437997,0.405861
5676,60.064001,0.405928
5677,59.155998,0.405993
5678,57.689002,0.406057
5679,60.063001,0.406123
5680,54.826000,0.406184
5681,59.574999,0.406249
5682,58.178000,0.406314
5683,58.107998,0.406378
5684,59.226000,0.406443
5685,59.645001,0.406509
5686,57.828998,0.406573
5687,61.530998,0.406640
5688,57.270001,0.406704
5689,59.645001,0.406770
5690,56.780998,0.406833
5691,56.712001,0.406896
5692,59.645001,0.406961
5693,58.737001,0.407026
5694,59.924001,0.407092
5695,56.781999,0.407155
5696,57.270001,0.407219
5697,60.553000,0.407285
5698,59.434999,0.407351
5699,59.225000,0.407416
5700,56.780998,0.407479
5701,56.712001,0.407545
5702,59.295999,0.407610
5703,55.943001,0.407672
5704,56.780998,0.407735
5705,57.200999,0.407798
5706,56.780998,0.407861
5707,58.666999,0.407926
5708,59.155998,0.407991
5709,56.781999,0.408054
5710,58.666999,0.408119
5711,56.991001,0.408182
5712,58.666999,0.408247
5713,57.199999,0.408310
5714,57.271001,0.408373
5715,58.876001,0.408439
5716,58.666999,0.408504
5717,58.666999,0.408568
5718,58.666999,0.408632
5719,56.572000,0.408695
5720,61.949999,0.408772
5721,58.107998,0.408836
5722,59.505001,0.408901
5723,57.341000,0.408966
5724,57.200999,0.409029
5725,58.598001,0.409094
5726,57.131001,0.409158
5727,56.222001,0.409220
5728,58.597001,0.409285
5729,57.131001,0.409348
5730,59.016998,0.409414
5731,57.689998,0.409477
5732,56.641999,0.409540
5733,58.597001,0.409605
5734,57.549001,0.409669
5735,59.574999,0.409734
5736,57.130001,0.409797
5737,57.550002,0.409861
5738,59.574999,0.409926
5739,140.941003,0.410075
5740,95.893003,0.410177
5741,78.921003,0.410262
5742,58.666999,0.410327
5743,61.111001,0.410394
5744,60.064001,0.410461
5745,62.088999,0.410529
5746,57.131001,0.410592
5747,57.199999,0.410656
5748,59.155998,0.410721
5749,59.226000,0.410786
5750,57.130001,0.410849
5751,59.574999,0.410915
5752,56.711000,0.410978
5753,59.366001,0.411043
5754,59.574999,0.411109
5755,57.620000,0.411172
5756,59.505001,0.411238
5757,57.410001,0.411301
5758,59.295999,0.411366
5759,59.574999,0.411432
5760,60.064001,0.411498
5761,59.855000,0.411564
5762,56.641002,0.411627
5763,59.226000,0.411693
5764,58.247999,0.411757
5765,57.968999,0.411821
5766,57.619000,0.411885
5767,57.271001,0.411949
5768,59.226000,0.412014
5769,58.737001,0.412079
5770,57.130001,0.412142
5771,58.247999,0.412207
5772,56.852001,0.412270
5773,56.851000,0.412333
5774,59.714999,0.412398
5775,55.872999,0.412461
5776,62.020001,0.412529
5777,56.920999,0.412592
5778,57.410001,0.412655
5779,67.677000,0.412729
5780,61.040999,0.412797
5781,59.574999,0.412862
5782,57.478999,0.412925
5783,56.852001,0.412988
5784,60.064001,0.413054
5785,58.597001,0.413120
5786,58.946000,0.413185
5787,56.780998,0.413247
5788,56.781999,0.413310
5789,58.107998,0.413374
5790,58.807000,0.413439
5791,56.780998,0.413502
5792,53.987998,0.413562
5793,57.270001,0.413625
5794,59.366001,0.413690
5795,59.155998,0.413755
5796,57.828998,0.413818
5797,58.179001,0.413883
5798,56.920999,0.413946
5799,58.247999,0.414010
5800,57.759000,0.414074
5801,57.271001,0.414140
5802,58.597001,0.414205
5803,56.780998,0.414268
5804,59.645001,0.414333
5805,57.689998,0.414397
5806,56.641002,0.414460
5807,60.343998,0.414527
5808,58.247999,0.414590
5809,59.155998,0.414656
5810,75.219003,0.414737
5811,56.781999,0.414800
5812,59.155998,0.414865
5813,56.851000,0.414928
5814,56.641999,0.414991
5815,60.482998,0.415057
5816,56.781999,0.415120
5817,60.132999,0.415186
5818,53.568001,0.415246
5819,56.083001,0.415308
5820,59.645001,0.415373
5821,57.339999,0.415437
5822,59.645001,0.415503
5823,56.432000,0.415565
5824,57.271001,0.415628
5825,60.203001,0.415694
5826,59.226000,0.415760
5827,80.177997,0.415846
5828,80.457998,0.415933
5829,58.598001,0.415998
5830,60.204002,0.416064
5831,59.574999,0.416130
5832,59.574999,0.416195
5833,56.711000,0.416258
5834,57.480000,0.416321
5835,59.086000,0.416387
5836,58.108999,0.416451
5837,58.107998,0.416515
5838,59.365000,0.416581
5839,54.476001,0.416642
5840,67.328001,0.416715
5841,61.530001,0.416782
5842,58.038000,0.416846
5843,59.505001,0.416911
5844,62.927000,0.416998
5845,68.724003,0.417072
5846,58.387999,0.417137
5847,57.689002,0.417201
5848,59.645001,0.417266
5849,57.828998,0.417330
5850,59.155998,0.417396
5851,58.179001,0.417460
5852,57.689002,0.417524
5853,58.737001,0.417590
5854,56.641999,0.417652
5855,57.689002,0.417716
5856,56.781999,0.417779
5857,57.759000,0.417842
5858,59.016002,0.417908
5859,57.759000,0.417971
5860,57.199999,0.418034
5861,59.645001,0.418100
5862,58.039001,0.418164
5863,59.645001,0.418229
5864,56.780998,0.418293
5865,56.712001,0.418355
5866,59.226000,0.418421
5867,64.323998,0.418492
5868,61.042003,0.418559
5869,57.689002,0.418623
5870,57.131001,0.418686
5871,59.365000,0.418752
5872,57.199999,0.418815
5873,60.134000,0.418882
5874,57.060999,0.418945
5875,56.571000,0.419008
5876,59.155998,0.419072
5877,59.155998,0.419137
5878,56.991001,0.419200
5879,58.877002,0.419264
5880,57.270001,0.419328
5881,59.574999,0.419394
5882,59.086000,0.419459
5883,58.387999,0.419523
5884,59.574999,0.419589
5885,56.641999,0.419651
5886,59.505001,0.419716
5887,58.598001,0.419781
5888,54.824999,0.419842
5889,59.574999,0.419908
5890,57.619000,0.419971
5891,59.086000,0.420037
5892,58.107998,0.420101
5893,56.712001,0.420164
5894,59.016998,0.420229
5895,56.712001,0.420292
5896,58.597001,0.420357
5897,58.038000,0.420421
5898,57.619000,0.420484
5899,59.366001,0.420549
5900,53.290001,0.420609
5901,57.199999,0.420675
5902,66.838998,0.420748
5903,58.946000,0.420813
5904,59.993999,0.420878
5905,57.759000,0.420941
5906,56.851000,0.421004
5907,59.435999,0.421070
5908,58.038000,0.421134
5909,59.226000,0.421199
5910,57.339999,0.421263
5911,56.083001,0.421325
5912,59.506001,0.421390
5913,58.178000,0.421454
5914,61.600003,0.421521
5915,137.169001,0.421665
5916,121.525001,0.421794
5917,64.184002,0.421864
5918,81.295999,0.421951
5919,58.597001,0.422016
5920,59.574999,0.422082
5921,57.270001,0.422146
5922,74.520998,0.422226
5923,60.064001,0.422292
5924,57.828998,0.422356
5925,58.946000,0.422422
5926,57.270001,0.422485
5927,58.666999,0.422549
5928,58.178000,0.422613
5929,58.318001,0.422677
5930,59.574999,0.422743
5931,57.689002,0.422807
5932,59.574999,0.422872
5933,57.968999,0.422937
5934,58.178000,0.423001
5935,60.134000,0.423067
5936,57.200999,0.423130
5937,59.294998,0.423196
5938,59.155998,0.423261
5939,56.293000,0.423323
5940,60.064001,0.423390
5941,57.828998,0.423453
5942,57.759000,0.423517
5943,61.530001,0.423584
5944,57.689998,0.423648
5945,58.458001,0.423712
5946,57.689002,0.423776
5947,57.200999,0.423839
5948,59.644000,0.423905
5949,56.153000,0.423967
5950,64.603999,0.424037
5951,57.199999,0.424100
5952,57.131001,0.424164
5953,59.366001,0.424229
5954,59.784001,0.424295
5955,59.016002,0.424360
5956,66.768000,0.424433
5957,57.619000,0.424496
5958,60.972001,0.424563
5959,59.086000,0.424628
5960,59.574999,0.424693
5961,68.095003,0.424767
5962,58.666999,0.424831
5963,60.064001,0.424897
5964,59.574999,0.424963
5965,56.991001,0.425026
5966,59.365000,0.425091
5967,57.620000,0.425155
5968,59.086000,0.425220
5969,56.991001,0.425283
5970,57.410001,0.425347
5971,60.064001,0.425413
5972,57.130001,0.425476
5973,59.365000,0.425542
5974,57.899000,0.425606
5975,57.130001,0.425670
5976,59.574999,0.425736
5977,57.130001,0.425799
5978,58.877002,0.425864
5979,57.620000,0.425928
5980,57.199999,0.425990
5981,58.107998,0.426054
5982,56.712001,0.426117
5983,57.620000,0.426180
5984,58.597001,0.426245
5985,57.130001,0.426309
5986,59.086000,0.426374
5987,56.641002,0.426437
5988,57.131001,0.426500
5989,58.527999,0.426565
5990,58.108999,0.426629
5991,59.087000,0.426694
5992,56.572000,0.426758
5993,56.641002,0.426821
5994,59.366001,0.426886
5995,58.179001,0.426950
5996,59.574999,0.427016
5997,57.620000,0.427079
5998,57.410001,0.427143
5999,70.401002,0.427218
6000,58.178000,0.427283
6001,59.993999,0.427352
6002,58.946000,0.427416
6003,83.042003,0.427505
6004,63.416002,0.427574
6005,60.064001,0.427640
6006,57.059999,0.427703
6007,60.132999,0.427769
6008,57.200999,0.427833
6009,60.064001,0.427898
6010,59.016002,0.427964
6011,56.780998,0.428027
6012,59.645001,0.428093
6013,57.200999,0.428156
6014,64.533997,0.428245
6015,69.631998,0.428320
6016,58.179001,0.428385
6017,59.925002,0.428451
6018,59.365000,0.428517
6019,59.505001,0.428583
6020,58.107998,0.428647
6021,70.260001,0.428724
6022,64.394000,0.428795
6023,57.828998,0.428859
6024,67.257999,0.428932
6025,57.480000,0.428996
6026,57.620000,0.429060
6027,59.574999,0.429125
6028,57.550002,0.429189
6029,56.501998,0.429251
6030,59.785001,0.429317
6031,57.619000,0.429381
6032,59.016002,0.429447
6033,57.410001,0.429510
6034,57.410001,0.429574
6035,59.993999,0.429639
6036,58.666999,0.429704
6037,59.365000,0.429769
6038,54.127999,0.429830
6039,55.175002,0.429891
6040,60.064001,0.429957
6041,71.028997,0.430034
6042,61.461003,0.430102
6043,57.689002,0.430165
6044,57.199999,0.430228
6045,59.644000,0.430294
6046,56.990000,0.430357
6047,57.270001,0.430420
6048,57.199999,0.430484
6049,58.247999,0.430548
6050,58.947000,0.430613
6051,57.270001,0.430676
6052,57.200999,0.430740
6053,59.713999,0.430805
6054,57.480000,0.430869
6055,59.087000,0.430934
6056,58.178000,0.430998
6057,57.619000,0.431062
6058,59.226000,0.431127
6059,56.780998,0.431190
6060,60.482998,0.431256
6061,59.087000,0.431321
6062,56.571000,0.431384
6063,59.645001,0.431449
6064,58.736001,0.431515
6065,60.552000,0.431581
6066,56.851000,0.431645
6067,57.760000,0.431708
6068,98.267003,0.431813
6069,58.876001,0.431878
6070,56.920999,0.431941
6071,61.949999,0.432009
6072,57.200999,0.432073
6073,58.178000,0.432137
6074,57.478999,0.432201
6075,57.131001,0.432264
6076,59.155998,0.432329
6077,57.689998,0.432393
6078,59.645001,0.432458
6079,59.087000,0.432524
6080,57.760000,0.432588
6081,59.644000,0.432654
6082,66.350003,0.432726
6083,62.507999,0.432795
6084,57.689998,0.432859
6085,57.130001,0.432923
6086,58.947000,0.432988
6087,58.737001,0.433053
6088,62.437997,0.433121
6089,58.597001,0.433186
6090,55.593999,0.433248
6091,124.946993,0.433381
6092,95.194002,0.433484
6093,81.714999,0.433572
6094,62.018997,0.433640
6095,58.597001,0.433705
6096,59.645001,0.433771
6097,58.597001,0.433836
6098,57.759000,0.433900
6099,60.622999,0.433966
6100,56.851000,0.434029
6101,59.574999,0.434098
6102,58.666999,0.434163
6103,57.339999,0.434226
6104,59.155998,0.434292
6105,58.178000,0.434356
6106,59.574999,0.434421
6107,57.828998,0.434485
6108,60.413000,0.434551
6109,59.645001,0.434617
6110,57.759000,0.434680
6111,57.620000,0.434743
6112,57.968999,0.434807
6113,56.362001,0.434870
6114,59.155998,0.434934
6115,57.200999,0.434998
6116,57.549001,0.435061
6117,58.668000,0.435126
6118,57.270001,0.435189
6119,59.086000,0.435255
6120,56.711000,0.435318
6121,57.200999,0.435381
6122,58.597001,0.435445
6123,64.742999,0.435515
6124,62.368999,0.435583
6125,57.480000,0.435647
6126,57.270001,0.435710
6127,59.155998,0.435775
6128,58.946000,0.435840
6129,58.877002,0.435905
6130,57.199999,0.435968
6131,56.780998,0.436032
6132,58.947000,0.436097
6133,58.876001,0.436162
6134,56.293000,0.436224
6135,59.574999,0.436290
6136,56.641999,0.436353
6137,58.946000,0.436417
6138,59.086000,0.436483
6139,56.712001,0.436546
6140,59.506001,0.436611
6141,56.712001,0.436674
6142,67.326997,0.436747
6143,60.622999,0.436814
6144,58.318001,0.436878
6145,59.785001,0.436944
6146,58.178000,0.437008
6147,59.714999,0.437074
6148,58.318001,0.437139
6149,57.060999,0.437202
6150,59.086000,0.437268
6151,56.780998,0.437330
6152,59.713999,0.437396
6153,57.759000,0.437460
6154,57.270001,0.437525
6155,60.971000,0.437592
6156,57.200999,0.437655
6157,57.130001,0.437719
6158,58.666999,0.437783
6159,56.780998,0.437846
6160,58.597001,0.437911
6161,57.550002,0.437974
6162,56.781999,0.438037
6163,59.155998,0.438103
6164,57.689002,0.438167
6165,59.434999,0.438232
6166,56.851000,0.438295
6167,57.199999,0.438358
6168,59.086000,0.438424
6169,59.016002,0.438489
6170,61.530998,0.438557
