hash,key,value,next
38,bhess,84,christiancrawford
38,christiancrawford,-1700,pparks
38,pparks,1439,thomasstephanie
38,thomasstephanie,-915,seanbrady
38,seanbrady,2504,danielestrada
38,danielestrada,-2252,stevenlewis
38,stevenlewis,-1110,haleymeyer
38,haleymeyer,1667,twang
38,twang,4498,cwalker
38,cwalker,-2756,millerjames
38,millerjames,1194,qwatson
38,qwatson,-2095,bethanyaa
38,bethanyaa,67,jasonmacias
38,jasonmacias,-1419,dwatkins
38,dwatkins,2485,jeffreyaa
38,jeffreyaa,-1531,bradleygabriel
38,bradleygabriel,233,christinawagner
38,christinawagner,2657,harrisdavid
38,harrisdavid,1392,kellyhubbard
38,kellyhubbard,3839,bonnieaa
38,bonnieaa,-136,walteraa
38,walteraa,948,christinewilson
38,christinewilson,385,turnercarol
38,turnercarol,-1971,mariowood
38,mariowood,-1023,yatesmonica
38,yatesmonica,2423,NULL

39,ygeorge,373,martinjason
39,martinjason,-2978,chrishayden
39,chrishayden,2069,ocoleman
39,ocoleman,2341,wallacemary
39,wallacemary,1897,tamigarcia
39,tamigarcia,1216,fbryant
39,fbryant,-457,annelong
39,annelong,-1814,joshuabrown
39,joshuabrown,84,loganlisa
39,loganlisa,-365,yfox
39,yfox,-2314,gallaghervictor
39,gallaghervictor,971,ahatfield
39,ahatfield,4617,donaldmclean
39,donaldmclean,202,tlee
39,tlee,1107,antonioaa
39,antonioaa,564,castrocharles
39,castrocharles,4050,ruiztyler
39,ruiztyler,4106,hollandbrenda
39,hollandbrenda,-845,jacobbrewer
39,jacobbrewer,1977,mosleyjoseph
39,mosleyjoseph,45,darylaa
39,darylaa,-524,odonnelljohn
39,odonnelljohn,4146,rhondaaa
39,rhondaaa,-109,sydneyaa
39,sydneyaa,539,davidramirez
39,davidramirez,-3758,lisaclark
39,lisaclark,1,kylerivas
39,kylerivas,174,dakotafreeman
39,dakotafreeman,3611,ihansen
39,ihansen,820,hfreeman
39,hfreeman,251,michaelhart
39,michaelhart,-3896,eaguilar
39,eaguilar,-4648,gdavis
39,gdavis,-97,myersjohnny
39,myersjohnny,-2728,danielleperkins
39,danielleperkins,-1652,hburns
39,hburns,1995,gallowaypatrick
39,gallowaypatrick,3854,NULL

40,gthomas,481,rodriguezcynthia
40,rodriguezcynthia,-4113,sandrasimmons
40,sandrasimmons,-213,uwilliams
40,uwilliams,1836,swansonjared
40,swansonjared,843,taylorthomas
40,taylorthomas,1367,hensleycarla
40,hensleycarla,2413,branchduane
40,branchduane,122,dcline
40,dcline,1513,lmcdowell
40,lmcdowell,320,rebeccawilliams
40,rebeccawilliams,-2549,dbrandt
40,dbrandt,-836,broberts
40,broberts,948,silvabrandon
40,silvabrandon,-1824,murphyjessica
40,murphyjessica,-315,dianaaa
40,dianaaa,-740,veronicadiaz
40,veronicadiaz,-1003,kathleenfoster
40,kathleenfoster,-1753,darrellkirby
40,darrellkirby,-2019,udalton
40,udalton,400,johnsontheresa
40,johnsontheresa,-1362,villanuevaronald
40,villanuevaronald,877,mcfarlandjohn
40,mcfarlandjohn,4039,zolsen
40,zolsen,-2137,josephhenderson
40,josephhenderson,-3299,edwardsscott
40,edwardsscott,572,markbrown
40,markbrown,-2068,smithtroy
40,smithtroy,-1604,sanchezsara
40,sanchezsara,-1335,jeannenguyen
40,jeannenguyen,102,shawnrogers
40,shawnrogers,1230,mcleangregory
40,mcleangregory,1348,jmathews
40,jmathews,-631,ortizmonica
40,ortizmonica,-2021,courtneylee
40,courtneylee,873,matthewsjodi
40,matthewsjodi,-110,cortezbrian
40,cortezbrian,971,lgregory
40,lgregory,-2604,christopherbullock
40,christopherbullock,328,aaronaa
40,aaronaa,687,andrewperez
40,andrewperez,2893,alexandermonica
40,alexandermonica,3593,patriciaaa
40,patriciaaa,-330,aprildavis
40,aprildavis,3275,NULL

41,trevoraa,-301,shafferleonard
41,shafferleonard,633,cmatthews
41,cmatthews,822,tcampbell
41,tcampbell,286,bushtamara
41,bushtamara,251,ostevenson
41,ostevenson,-2577,travisclements
41,travisclements,2052,ccameron
41,ccameron,-1447,melissacox
41,melissacox,1942,krivera
41,krivera,-926,meganvargas
41,meganvargas,315,wayneallen
41,wayneallen,1287,xbrown
41,xbrown,1551,gibsondevin
41,gibsondevin,1489,anthonyhoover
41,anthonyhoover,-2548,nathankramer
41,nathankramer,-2090,nward
41,nward,-2453,zhale
41,zhale,-206,xbarnett
41,xbarnett,1737,jstewart
41,jstewart,60,juliemcconnell
41,juliemcconnell,-1853,millerchristopher
41,millerchristopher,-42,janetaa
41,janetaa,-305,donaldaa
41,donaldaa,1322,bmoore
41,bmoore,-1630,criley
41,criley,819,ogoodman
41,ogoodman,-2547,christopherparker
41,christopherparker,4452,vbaxter
41,vbaxter,2339,gmiller
41,gmiller,2825,layala
41,layala,661,vguzman
41,vguzman,-733,ynelson
41,ynelson,-3725,baileyterry
41,baileyterry,-1809,kylehernandez
41,kylehernandez,2655,brandiabbott
41,brandiabbott,-430,hurstjoshua
41,hurstjoshua,2296,lwagner
41,lwagner,455,leslieaa
41,leslieaa,4348,colleenaa
41,colleenaa,158,andreagoodman
41,andreagoodman,-1049,pwilson
41,pwilson,-1132,NULL

42,damonaa,-268,singhdonna
42,singhdonna,-1398,oliviahull
42,oliviahull,-3026,coopernicholas
42,coopernicholas,-1318,wmason
42,wmason,-1642,mhammond
42,mhammond,-1376,vickiesherman
42,vickiesherman,3194,leeamy
42,leeamy,2651,villegasmaria
42,villegasmaria,-1888,tsoto
42,tsoto,-2316,murphysuzanne
42,murphysuzanne,-1078,aaronallen
42,aaronallen,-2776,dkoch
42,dkoch,-604,shermanmichael
42,shermanmichael,-475,harrisbenjamin
42,harrisbenjamin,800,iwillis
42,iwillis,716,jmartin
42,jmartin,-707,ovazquez
42,ovazquez,-1352,gregorylopez
42,gregorylopez,109,miguelaa
42,miguelaa,4191,jasmineaa
42,jasmineaa,42,lrios
42,lrios,-1259,thoward
42,thoward,-57,gentryjudy
42,gentryjudy,-1510,josephberg
42,josephberg,729,gregoryramirez
42,gregoryramirez,-2907,estradajennifer
42,estradajennifer,-180,wilsonjoseph
42,wilsonjoseph,970,susanjohnston
42,susanjohnston,-3038,martindonald
42,martindonald,2318,andreaaa
42,andreaaa,-1806,catherineaa
42,catherineaa,-2647,goldenthomas
42,goldenthomas,-4052,athompson
42,athompson,1285,robertjones
42,robertjones,3186,wduran
42,wduran,-580,jacobadams
42,jacobadams,-885,rschroeder
42,rschroeder,-735,amorris
42,amorris,64,srobinson
42,srobinson,-811,robinsonmichael
42,robinsonmichael,3816,samuellee
42,samuellee,-81,tburke
42,tburke,-2904,andreamoore
42,andreamoore,1617,rrivers
42,rrivers,1958,katherinefuller
42,katherinefuller,-665,NULL

43,lopezantonio,-1157,henrybrian
43,henrybrian,676,williamsthomas
43,williamsthomas,1484,silvachristopher
43,silvachristopher,-1154,morenohannah
43,morenohannah,206,hannahfarrell
43,hannahfarrell,2525,montgomeryanthony
43,montgomeryanthony,-2472,smithkim
43,smithkim,478,hinesmichelle
43,hinesmichelle,1914,xlucero
43,xlucero,-2230,lauraclark
43,lauraclark,-2633,marymcintosh
43,marymcintosh,1110,christinesmall
43,christinesmall,-1755,sheilawillis
43,sheilawillis,4008,llee
43,llee,-747,linmonica
43,linmonica,-2356,carolynaa
43,carolynaa,-1384,ashleywebb
43,ashleywebb,1368,crawfordraymond
43,crawfordraymond,694,tyleraa
43,tyleraa,992,ruizbrenda
43,ruizbrenda,-3355,morrisondeborah
43,morrisondeborah,-56,uhall
43,uhall,-2435,andersonray
43,andersonray,-677,randersen
43,randersen,-2673,ldecker
43,ldecker,-1327,walkerricardo
43,walkerricardo,-540,taylorrachel
43,taylorrachel,-1880,joserichardson
43,joserichardson,1227,kfrazier
43,kfrazier,3211,austinnielsen
43,austinnielsen,2447,duranbarry
43,duranbarry,1153,rstevens
43,rstevens,-996,mariabrennan
43,mariabrennan,423,jillharvey
43,jillharvey,512,vasquezclaudia
43,vasquezclaudia,1252,xyoung
43,xyoung,4334,cjohnson
43,cjohnson,2665,gallegosdavid
43,gallegosdavid,3443,mgreer
43,mgreer,1542,cisnerostina
43,cisnerostina,3442,NULL

44,gabriellepatterson,-3608,creyes
44,creyes,1238,cwilson
44,cwilson,-445,stevensimmons
44,stevensimmons,-2287,schroederdavid
44,schroederdavid,4210,stephaniebutler
44,stephaniebutler,1512,danieltroy
44,danieltroy,-34,lewissean
44,lewissean,-569,forddavid
44,forddavid,-1580,hcarroll
44,hcarroll,4341,nicholasperry
44,nicholasperry,-105,allisonprince
44,allisonprince,-463,gpeterson
44,gpeterson,-1379,smithtim
44,smithtim,1196,hprice
44,hprice,204,krichards
44,krichards,918,davistyler
44,davistyler,-1176,benjamincoleman
44,benjamincoleman,463,jeremystephenson
44,jeremystephenson,-4634,pjohnson
44,pjohnson,288,oliviadavis
44,oliviadavis,120,zherrera
44,zherrera,-1815,blevinsmarissa
44,blevinsmarissa,-47,dbentley
44,dbentley,-2654,bryantstephen
44,bryantstephen,2092,millercrystal
44,millercrystal,1414,nsmith
44,nsmith,-4092,churchrobert
44,churchrobert,-983,kennethaa
44,kennethaa,-332,shannonaa
44,shannonaa,-1369,cherylsantos
44,cherylsantos,354,cwheeler
44,cwheeler,2417,charlottemullen
44,charlottemullen,2625,henryjulie
44,henryjulie,-1582,yharrison
44,yharrison,152,tammieaa
44,tammieaa,-3076,vboyer
44,vboyer,-1310,eramos
44,eramos,-212,mossernest
44,mossernest,-1116,kellyaa
44,kellyaa,279,bobbydaniel
44,bobbydaniel,-99,umartinez
44,umartinez,-1021,evansfrank
44,evansfrank,-2010,sortiz
44,sortiz,381,robinrose
44,robinrose,-1868,mcknightamanda
44,mcknightamanda,-1811,courtneyaa
44,courtneyaa,-3245,NULL

45,jodyaa,-3909,brandonbennett
45,brandonbennett,-3611,cookesarah
45,cookesarah,239,christophermcdaniel
45,christophermcdaniel,-1929,mhernandez
45,mhernandez,1418,nicholsonwendy
45,nicholsonwendy,-4430,amaldonado
45,amaldonado,-2118,rspence
45,rspence,-870,weisssteven
45,weisssteven,-359,dalexander
45,dalexander,1843,sblack
45,sblack,-175,gregoryscott
45,gregoryscott,-2078,whiteheadscott
45,whiteheadscott,1793,ewingmarie
45,ewingmarie,-2830,ddavid
45,ddavid,-344,robertsimmons
45,robertsimmons,1498,zwilliams
45,zwilliams,1102,tamarakhan
45,tamarakhan,1448,schultzmark
45,schultzmark,844,janderson
45,janderson,-3012,lcollins
45,lcollins,-139,michaelhayden
45,michaelhayden,-260,johnsonheather
45,johnsonheather,2726,iholt
45,iholt,1329,jacobjackson
45,jacobjackson,1971,saracarter
45,saracarter,-965,michaelhill
45,michaelhill,442,jramirez
45,jramirez,-2695,phardy
45,phardy,3800,johnsonjacqueline
45,johnsonjacqueline,4136,bethcarter
45,bethcarter,-2910,susanaa
45,susanaa,-488,jessicaaa
45,jessicaaa,1001,fmarks
45,fmarks,2836,NULL

46,jesselarson,3483,imorgan
46,imorgan,-1069,pdoyle
46,pdoyle,2545,wperez
46,wperez,-737,velasquezdiane
46,velasquezdiane,916,walkerchristopher
46,walkerchristopher,3108,robertschroeder
46,robertschroeder,-1725,pattersonsamantha
46,pattersonsamantha,518,eriksellers
46,eriksellers,-68,skinneramy
46,skinneramy,-162,merrittmaria
46,merrittmaria,681,bryantlisa
46,bryantlisa,665,josephharrington
46,josephharrington,-1258,qreyes
46,qreyes,-515,ztaylor
46,ztaylor,639,hwolfe
46,hwolfe,188,montgomerytyler
46,montgomerytyler,-3908,soliskari
46,soliskari,1138,staceysummers
46,staceysummers,1617,hmurphy
46,hmurphy,-3734,fjones
46,fjones,86,denisestone
46,denisestone,2177,freemanchristopher
46,freemanchristopher,687,cooktiffany
46,cooktiffany,801,greerbenjamin
46,greerbenjamin,-1976,zmartin
46,zmartin,-1883,acombs
46,acombs,4024,andersonsean
46,andersonsean,3,malonesandra
46,malonesandra,1842,perrywilliam
46,perrywilliam,959,sboyd
46,sboyd,595,nicholsanthony
46,nicholsanthony,1172,barbaraaa
46,barbaraaa,1425,iburnett
46,iburnett,3270,ericnguyen
46,ericnguyen,786,gbailey
46,gbailey,2727,qestes
46,qestes,-2028,danielmullins
46,danielmullins,-2074,thomasmills
46,thomasmills,1828,jefferyaa
46,jefferyaa,-131,williamaa
46,williamaa,535,victoraa
46,victoraa,196,hcarter
46,hcarter,-649,avilalinda
46,avilalinda,-3356,NULL

47,warreneric,1032,mannconnie
47,mannconnie,2984,jamiemolina
47,jamiemolina,2522,bennettrobert
47,bennettrobert,2938,kmorales
47,kmorales,612,darrelldaniels
47,darrelldaniels,-2099,woodrebecca
47,woodrebecca,-2646,wweiss
47,wweiss,-1843,hlandry
47,hlandry,-3847,debraburch
47,debraburch,-3552,smithjustin
47,smithjustin,2081,brittanybaldwin
47,brittanybaldwin,1711,muellerhayley
47,muellerhayley,-2838,sheryljohnson
47,sheryljohnson,944,robertlewis
47,robertlewis,-52,terryjerry
47,terryjerry,-2418,petersdouglas
47,petersdouglas,2272,goodwinbonnie
47,goodwinbonnie,2252,starkjennifer
47,starkjennifer,-589,clarkrichard
47,clarkrichard,2195,gonzalezdylan
47,gonzalezdylan,756,tgross
47,tgross,741,fthompson
47,fthompson,-234,kfinley
47,kfinley,-883,gglover
47,gglover,2544,kingmary
47,kingmary,3475,carlosaa
47,carlosaa,-934,dmendoza
47,dmendoza,18,egarrison
47,egarrison,-2148,walkerelizabeth
47,walkerelizabeth,-1924,hwashington
47,hwashington,-937,faithaa
47,faithaa,-3635,kristenblair
47,kristenblair,-381,marymiller
47,marymiller,-625,markjohnson
47,markjohnson,2523,jesseberg
47,jesseberg,-1223,sabrinaaa
47,sabrinaaa,-1279,danielcontreras
47,danielcontreras,1437,gwalls
47,gwalls,1126,washingtonelizabeth
47,washingtonelizabeth,2331,xlopez
47,xlopez,-2365,pmeyer
47,pmeyer,-2712,cynthiaaa
47,cynthiaaa,1200,russellmccormick
47,russellmccormick,778,ericasolis
47,ericasolis,2095,christinabeasley
47,christinabeasley,-1660,NULL

48,perrygeorge,4260,silvadylan
48,silvadylan,3958,barnesronald
48,barnesronald,289,wendyayala
48,wendyayala,-1184,deanwilliam
48,deanwilliam,-1304,nrivera
48,nrivera,1665,boltonkevin
48,boltonkevin,1212,belldean
48,belldean,4212,hendersonjose
48,hendersonjose,-950,medinamary
48,medinamary,2157,katherineallen
48,katherineallen,1038,stokesbecky
48,stokesbecky,4463,csandoval
48,csandoval,2815,sanchezsean
48,sanchezsean,-3699,iwilliams
48,iwilliams,-3048,scottmaria
48,scottmaria,-2717,daviddavis
48,daviddavis,-699,dennisaa
48,dennisaa,2660,emitchell
48,emitchell,2201,igillespie
48,igillespie,-885,rogersdaniel
48,rogersdaniel,3296,weberashley
48,weberashley,-2049,jessicahoward
48,jessicahoward,-248,laurieespinoza
48,laurieespinoza,-463,sandraaa
48,sandraaa,-1071,tgarcia
48,tgarcia,-320,acopeland
48,acopeland,-818,tjones
48,tjones,-646,tdavis
48,tdavis,2797,kdiaz
48,kdiaz,2888,timothyharris
48,timothyharris,1615,maryaa
48,maryaa,853,dannyroberts
48,dannyroberts,-142,randalldunn
48,randalldunn,827,vernonjohnson
48,vernonjohnson,2979,NULL

49,gonzaleschris,-2551,qhoffman
49,qhoffman,-749,xharrington
49,xharrington,611,christineobrien
49,christineobrien,-1152,garciajennifer
49,garciajennifer,536,cking
49,cking,-1402,rcarlson
49,rcarlson,-3098,brandonmccall
49,brandonmccall,-514,michaelcarter
49,michaelcarter,-2044,haroldaa
49,haroldaa,-3373,laurenharris
49,laurenharris,-659,selenabrown
49,selenabrown,2934,murphywilliam
49,murphywilliam,2826,whoward
49,whoward,-1016,sroberts
49,sroberts,-1112,floresjennifer
49,floresjennifer,-1258,kimeaton
49,kimeaton,953,fordsherry
49,fordsherry,2544,boyddawn
49,boyddawn,-1148,mcdanielrenee
49,mcdanielrenee,-2052,valdezmatthew
49,valdezmatthew,1014,aguirreaaron
49,aguirreaaron,-2300,edwardjuarez
49,edwardjuarez,364,nicholaskane
49,nicholaskane,82,smithjasmine
49,smithjasmine,914,kevinmorales
49,kevinmorales,-3567,katieaa
49,katieaa,744,nbrady
49,nbrady,358,sherriwalsh
49,sherriwalsh,1224,danielsnow
49,danielsnow,-1884,jjenkins
49,jjenkins,-383,patrickaa
49,patrickaa,1495,erinaa
49,erinaa,3280,garnerpatricia
49,garnerpatricia,6,lwolf
49,lwolf,-2069,hallen
49,hallen,2022,hunteraa
49,hunteraa,1314,sydneymorgan
49,sydneymorgan,-2497,NULL

50,millerangela,765,reynoldskeith
50,reynoldskeith,-4316,ewingralph
50,ewingralph,1706,grobinson
50,grobinson,-23,heatherbrown
50,heatherbrown,-4391,arnoldgeorge
50,arnoldgeorge,2641,tylerwolfe
50,tylerwolfe,-3062,callahanbrittany
50,callahanbrittany,4441,oanderson
50,oanderson,-2180,istevens
50,istevens,3598,tiffanyrichards
50,tiffanyrichards,441,sandrawilson
50,sandrawilson,-799,robertmartin
50,robertmartin,357,rodriguezjodi
50,rodriguezjodi,2119,jacobsonraymond
50,jacobsonraymond,-105,lisaluna
50,lisaluna,-512,darleneaa
50,darleneaa,-2983,davidjoseph
50,davidjoseph,815,marcusaa
50,marcusaa,-3003,wilkersonkimberly
50,wilkersonkimberly,-2430,yayala
50,yayala,2041,sandralucas
50,sandralucas,-633,wfigueroa
50,wfigueroa,-3838,garzastacy
50,garzastacy,2879,harrisonandrea
50,harrisonandrea,-1550,zpeters
50,zpeters,-1258,kimberlyaa
50,kimberlyaa,2110,mirandamatthews
50,mirandamatthews,1788,jonathanaa
50,jonathanaa,-1482,ulane
50,ulane,3373,NULL

51,carterlaura,779,harrisandrew
51,harrisandrew,3978,lserrano
51,lserrano,324,nwoodard
51,nwoodard,2730,pcurtis
51,pcurtis,-2443,bwagner
51,bwagner,-363,jonesjoanne
51,jonesjoanne,1990,webbelaine
51,webbelaine,-1846,justinkelly
51,justinkelly,-2860,jennifershelton
51,jennifershelton,451,elizabethwilliams
51,elizabethwilliams,940,pamelakennedy
51,pamelakennedy,1153,turneramanda
51,turneramanda,1612,sophiaaa
51,sophiaaa,-1457,obell
51,obell,2821,gonzalezmorgan
51,gonzalezmorgan,-4044,sanchezkayla
51,sanchezkayla,-2233,hhayes
51,hhayes,1483,tsimon
51,tsimon,-622,yfranklin
51,yfranklin,-295,ochoakaitlyn
51,ochoakaitlyn,2089,stevenbonilla
51,stevenbonilla,-2377,onelson
51,onelson,4205,gfarley
51,gfarley,3854,jessicavelasquez
51,jessicavelasquez,2541,ggarcia
51,ggarcia,382,jonesrachel
51,jonesrachel,1285,walkerholly
51,walkerholly,2047,johnmorales
51,johnmorales,-1808,jessicacollins
51,jessicacollins,-990,jenkinserica
51,jenkinserica,-961,nwall
51,nwall,3460,mitchellbrandy
51,mitchellbrandy,3639,adamcline
51,adamcline,-2639,msmith
51,msmith,-2496,tammyaa
51,tammyaa,3021,susanbradshaw
51,susanbradshaw,-336,NULL

52,iwalker,495,mgomez
52,mgomez,-4438,nelsonemily
52,nelsonemily,3687,sanchezshaun
52,sanchezshaun,553,suzanneodonnell
52,suzanneodonnell,-1306,bmarquez
52,bmarquez,923,creed
52,creed,881,weaverkelly
52,weaverkelly,-39,patriciamoore
52,patriciamoore,320,ehumphrey
52,ehumphrey,-1079,mcleanvincent
52,mcleanvincent,2210,derekdelgado
52,derekdelgado,-1546,roypayne
52,roypayne,3212,hhancock
52,hhancock,-4784,scottperez
52,scottperez,-1229,michellehamilton
52,michellehamilton,1848,whiteashley
52,whiteashley,-294,lmerritt
52,lmerritt,-2220,cohentimothy
52,cohentimothy,3446,hodgeskaren
52,hodgeskaren,3725,jillcarpenter
52,jillcarpenter,-2882,jasonmorris
52,jasonmorris,-1323,lawrenceaa
52,lawrenceaa,-3258,alexanderjeffrey
52,alexanderjeffrey,1000,emilydavis
52,emilydavis,3126,zwalton
52,zwalton,-2729,anthonyjimenez
52,anthonyjimenez,-298,riveraalisha
52,riveraalisha,-4066,lrosario
52,lrosario,-533,nhooper
52,nhooper,-425,bondcynthia
52,bondcynthia,-1755,abigailperez
52,abigailperez,-466,zfernandez
52,zfernandez,-534,tammyjohnson
52,tammyjohnson,2901,heatheryoung
52,heatheryoung,-157,loganaa
52,loganaa,1756,jermainepruitt
52,jermainepruitt,3655,kthompson
52,kthompson,-2162,tjohnson
52,tjohnson,-2264,clarklori
52,clarklori,-2667,smurray
52,smurray,2830,zschaefer
52,zschaefer,-337,zmiller
52,zmiller,2375,woodsmichael
52,woodsmichael,-3082,harrisjoe
52,harrisjoe,1898,NULL

53,elambert,-1272,soniayates
53,soniayates,1686,barnesdiane
53,barnesdiane,-373,steelejody
53,steelejody,842,taylorlawrence
53,taylorlawrence,1308,rramos
53,rramos,-631,patrickbobby
53,patrickbobby,-1398,lutzsteven
53,lutzsteven,1842,bradleyalvarez
53,bradleyalvarez,-3710,paulstewart
53,paulstewart,-1361,barrettalan
53,barrettalan,651,ygray
53,ygray,-2101,shogan
53,shogan,38,andreabishop
53,andreabishop,-1471,wangmichael
53,wangmichael,-1431,baxtercolleen
53,baxtercolleen,-600,reginaaa
53,reginaaa,-571,christinetaylor
53,christinetaylor,-666,moniqueaa
53,moniqueaa,2327,nwilliams
53,nwilliams,1018,zperry
53,zperry,-3525,wbishop
53,wbishop,1,lisagarcia
53,lisagarcia,207,malikaa
53,malikaa,-1197,edavis
53,edavis,1582,richardchoi
53,richardchoi,1146,vazquezashley
53,vazquezashley,2868,michaelchurch
53,michaelchurch,2696,alyssagarner
53,alyssagarner,-1674,joeaa
53,joeaa,1004,vhayes
53,vhayes,-4346,qwatts
53,qwatts,-1629,uprice
53,uprice,-1655,timaa
53,timaa,-1802,ymerritt
53,ymerritt,-1355,NULL

54,bnelson,-1358,collinschristina
54,collinschristina,-4470,allenscott
54,allenscott,-451,hparker
54,hparker,2337,bflores
54,bflores,-94,acarrillo
54,acarrillo,1496,carolynburke
54,carolynburke,-137,jonaa
54,jonaa,1190,gleon
54,gleon,-717,blairmonica
54,blairmonica,-1075,lamamy
54,lamamy,3140,susantaylor
54,susantaylor,-4195,brojas
54,brojas,1232,michaellopez
54,michaellopez,-1269,tiffanythomas
54,tiffanythomas,-3374,chendrix
54,chendrix,-1918,cfreeman
54,cfreeman,4300,kentrobbins
54,kentrobbins,854,elaineprice
54,elaineprice,-2057,wilsonmartha
54,wilsonmartha,1017,mayhannah
54,mayhannah,644,chapmankevin
54,chapmankevin,-932,vanessawinters
54,vanessawinters,-510,mthornton
54,mthornton,-2059,meganjackson
54,meganjackson,1638,rileythomas
54,rileythomas,-2006,heidiaa
54,heidiaa,3005,westdawn
54,westdawn,-2648,joshuahanson
54,joshuahanson,-4437,schmidtchristian
54,schmidtchristian,-3280,geraldaa
54,geraldaa,323,mcdonaldmarc
54,mcdonaldmarc,2285,smann
54,smann,407,mnichols
54,mnichols,2893,nortonjulie
54,nortonjulie,738,iansmith
54,iansmith,-516,bradleyaa
54,bradleyaa,3669,brendasmith
54,brendasmith,-2520,micheleaa
54,micheleaa,-3709,williamgonzalez
54,williamgonzalez,3468,stanleycarter
54,stanleycarter,-2189,iray
54,iray,-2995,nataliehunt
54,nataliehunt,1200,bridgesandrew
54,bridgesandrew,187,patriciacruz
54,patriciacruz,-577,NULL

55,qrivera,-995,zturner
55,zturner,-1519,taylorchristopher
55,taylorchristopher,1473,whitejulie
55,whitejulie,-3044,youngtammy
55,youngtammy,-6,silvamargaret
55,silvamargaret,-836,zpena
55,zpena,-3072,butlerdavid
55,butlerdavid,-3253,erikakennedy
55,erikakennedy,2090,jesusthomas
55,jesusthomas,-1196,kristinwilliams
55,kristinwilliams,-1140,livingstonjennifer
55,livingstonjennifer,1421,santiagokristen
55,santiagokristen,-3993,zlane
55,zlane,3752,simpsonnancy
55,simpsonnancy,-195,garrettscott
55,garrettscott,2580,lrobinson
55,lrobinson,2371,erikmartin
55,erikmartin,-1539,reynoldsallison
55,reynoldsallison,-710,longdebra
55,longdebra,536,uhill
55,uhill,-602,olsonwilliam
55,olsonwilliam,-2617,kingrichard
55,kingrichard,-1799,jennaaa
55,jennaaa,2030,lcisneros
55,lcisneros,359,vbrown
55,vbrown,3151,tanderson
55,tanderson,-2313,vwilson
55,vwilson,-1500,ngraham
55,ngraham,-3457,kathymontgomery
55,kathymontgomery,-739,aphillips
55,aphillips,-573,davisjeffrey
55,davisjeffrey,1912,brooksjuan
55,brooksjuan,2637,alanaa
55,alanaa,2099,rothroberto
55,rothroberto,2202,mcdanielkevin
55,mcdanielkevin,1899,kylegreen
55,kylegreen,3507,vcrawford
55,vcrawford,942,antonioanderson
55,antonioanderson,-3781,leedavid
55,leedavid,3032,lisamunoz
55,lisamunoz,884,tammybarton
55,tammybarton,27,NULL

56,obrienbrandon,-4352,sarahlong
56,sarahlong,3663,norrismonique
56,norrismonique,-1720,esherman
56,esherman,1692,colinlopez
56,colinlopez,-2962,davidgaines
56,davidgaines,-17,hstanton
56,hstanton,-3257,johnsonemily
56,johnsonemily,128,danielrodgers
56,danielrodgers,749,wallmichael
56,wallmichael,2364,umaxwell
56,umaxwell,1768,yedwards
56,yedwards,2924,morrisonashley
56,morrisonashley,-3818,summeraa
56,summeraa,343,gallen
56,gallen,1565,baldwindarin
56,baldwindarin,-1774,allenwong
56,allenwong,-467,jroberts
56,jroberts,4582,lisagonzalez
56,lisagonzalez,1394,carlcarter
56,carlcarter,2634,gglenn
56,gglenn,-2322,uholland
56,uholland,-4185,cgrant
56,cgrant,-2569,tuckermary
56,tuckermary,-2263,iruiz
56,iruiz,575,russellnicholas
56,russellnicholas,3329,uduran
56,uduran,664,davisemily
56,davisemily,-2511,sheenajohnston
56,sheenajohnston,1492,stephenray
56,stephenray,-3895,pedrobaldwin
56,pedrobaldwin,-454,jennifersullivan
56,jennifersullivan,-265,levinebrandy
56,levinebrandy,573,pmcclain
56,pmcclain,-1330,hubbardyvonne
56,hubbardyvonne,1739,munozdillon
56,munozdillon,1551,astephens
56,astephens,-1330,josephaa
56,josephaa,1393,watkinsamanda
56,watkinsamanda,-1990,ysolis
56,ysolis,1935,NULL

57,lamwillie,-1924,nicolelopez
57,nicolelopez,2289,andrewgray
57,andrewgray,-445,macdonaldtravis
57,macdonaldtravis,-1507,latoyaaa
57,latoyaaa,-1370,wendypage
57,wendypage,-1935,vtucker
57,vtucker,2495,woodsjeremy
57,woodsjeremy,3559,mpacheco
57,mpacheco,576,brownbrian
57,brownbrian,416,bensonmelanie
57,bensonmelanie,-996,sierraaa
57,sierraaa,992,samanthahess
57,samanthahess,-2997,bennettmeghan
57,bennettmeghan,751,pthompson
57,pthompson,1656,owright
57,owright,2168,amymunoz
57,amymunoz,-411,jvazquez
57,jvazquez,40,amccoy
57,amccoy,-1449,crawfordelizabeth
57,crawfordelizabeth,596,craigaa
57,craigaa,-864,vasquezkelly
57,vasquezkelly,1774,mariahaa
57,mariahaa,-689,davidbarnett
57,davidbarnett,-1242,darrellaa
57,darrellaa,-946,oelliott
57,oelliott,1597,kylegarner
57,kylegarner,-1060,walteralyssa
57,walteralyssa,-2055,jenningsjames
57,jenningsjames,2783,uquinn
57,uquinn,-1270,reginatucker
57,reginatucker,-1034,hbuchanan
57,hbuchanan,1184,nmartinez
57,nmartinez,-4200,robinaa
57,robinaa,2983,singletonjoseph
57,singletonjoseph,479,annetterhodes
57,annetterhodes,-80,melissaaa
57,melissaaa,-2592,jward
57,jward,-1833,nicoleaa
57,nicoleaa,-769,edwarddaugherty
57,edwarddaugherty,878,lhamilton
57,lhamilton,1990,waltonjoanne
57,waltonjoanne,1880,nancymartin
